id,alias,review_count,categories,rating,latitude,longitude,price,phone,distance,star_info,price_info,location,reviews_count,time_info,photo_number,updated_services,amenities_more
S8ZFYEgMejpChID8tzKo9A,amada-philadelphia,2037,Tapas Bars,4,39.9487,-75.14476,$$$,12153986968,6397.716315,4 star rating,$$$ ,Old City,2037 reviews,Closed,See 2545 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Sanitizing between customers', 'Staff wears gloves', 'Limited capacity']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Limited capacity', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
Sv1MEZP-mMfp8SmE0hwYEA,terakawa-ramen-philadelphia,1598,Ramen,4.5,39.9553986,-75.15448,$$,12676871355,6076.109903,4.5 star rating,$$ ,Chinatown,1598 reviews,Closed11:30 AM - 10:00 PM,See 2152 photos,"['Delivery', 'Takeout', 'Outdoor seating', 'Indoor dining', 'Staff wears gloves', 'Masks required']","['Delivery', 'Takeout', 'Outdoor seating', 'Indoor dining', 'Staff wears masks', 'Staff wears gloves', 'Masks required', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
vUrTGX_7HxqeoQ_6QCVz6g,suraya-philadelphia-2,998,Lebanese,4.5,39.9736865,-75.13395578,$$,12153021900,3460.63537,4.5 star rating,$$ ,Fishtown,998 reviews,Closed7:00 AM - 10:00 PM,See 2288 photos,"['Sit-down dining', 'Indoor dining', 'Sanitizing between customers', 'Limited capacity']","['Sit-down dining', 'Indoor dining', 'Social distancing enforced', 'Sanitizing between customers', 'Limited capacity', 'Health Score', 'Takes Reservations', 'Accepts Credit Cards', 'Vegan Options']"
IWHdx0NhDKADkGOgXgOFKQ,tommy-dinics-philadelphia,2175,American (Traditional),4,39.95347837,-75.15939606,$$,12159236175,6480.241483,4 star rating,Unclaimed ,Market East,2175 reviews,Closed9:00 AM - 4:00 PM,See 1920 photos,"['Outdoor seating', 'Indoor dining', 'Staff wears masks', 'Staff wears gloves', 'Masks required']","['Outdoor seating', 'Indoor dining', 'Staff wears masks', 'Staff wears gloves', 'Masks required', 'Accepts Credit Cards', 'Accepts Android Pay', 'Casual']"
0RuvlgTnKFbX3IK0ZOOocA,green-eggs-café-philadelphia-7,2588,Breakfast & Brunch,4,39.94812255,-75.16246311,$$,12678610314,7122.390018,4 star rating,$$ ,"Washington Square West, Avenue of the Arts South",2588 reviews,Closed8:00 AM - 3:00 PM,See 3157 photos,"['Sit-down dining', 'Indoor dining', 'Limited capacity', 'Masks required']","['Sit-down dining', 'Indoor dining', 'Staff wears masks', 'Limited capacity', 'Masks required', 'Vegan Options', 'Limited Vegetarian Options', 'Outdoor Seating']"
mtvT7uRey3F395STFRM1Tg,vernick-food-and-drink-philadelphia,971,American (New),4.5,39.950901,-75.17485,$$$,12676396644,7514.070071,4.5 star rating,Unclaimed ,"Rittenhouse Square, Penn Center",971 reviews,Closed4:00 PM - 7:00 PM,See 1739 photos,"['Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Limited capacity']","['Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Limited capacity', 'Health Score', 'Takes Reservations', 'Offers Takeout', 'Accepts Credit Cards']"
AGlh4ZDv6jnoiYfz7At9mw,dim-sum-garden-philadelphia,2534,Dim Sum,4,39.955399,-75.156727,$,12158730258,6177.290163,4 star rating,$ ,Chinatown,2534 reviews,Closed11:00 AM - 10:00 PM,See 2723 photos,"['Delivery', 'Takeout', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Masks required']","['Delivery', 'Takeout', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Staff wears masks', 'Masks required', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
0oSSjekU-3GR8gselReWnA,butcher-and-singer-philadelphia,1230,American (Traditional),4.5,39.9493338,-75.1661758,$$$$,12157324444,7186.326378,4.5 star rating,$$$$ ,Rittenhouse Square,1230 reviews,Closed5:00 PM - 10:00 PM,See 1385 photos,"['Delivery', 'Takeout', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required']","['Delivery', 'Takeout', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
cXSyVvOr9YRN9diDkaWs0Q,honeys-sit-n-eat-philadelphia,1364,Southern,4,39.96397018,-75.14450073,$$,12159251150,4823.93447,4 star rating,Unclaimed ,Northern Liberties,1364 reviews,Closed8:00 AM - 8:00 PM,See 839 photos,"['Delivery', 'Takeout', 'Sit-down dining', 'Outdoor seating', 'Social distancing enforced', 'Limited capacity', 'Masks required']","['Delivery', 'Takeout', 'Sit-down dining', 'Outdoor seating', 'Social distancing enforced', 'Limited capacity', 'Masks required', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
kZ1q0K13tFYG_ZJrVvsJHA,sampan-philadelphia-3,1899,Asian Fusion,4,39.94953138,-75.16215703,$$,12157323501,6976.42848,4 star rating,$$ ,Avenue of the Arts South,1899 reviews,Closed3:00 PM - 10:00 PM,See 2122 photos,"['Delivery', 'Takeout', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Limited capacity']","['Delivery', 'Takeout', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Limited capacity', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
iUZEGx29miZObLd6_lt7Vg,sabrinas-café-philadelphia-40,1624,Breakfast & Brunch,4,39.96041479,-75.16860449,$$,12156369061,6358.416925,4 star rating,$$ ,"Franklintown, Logan Square, Art Museum District, Fairmount, Spring Garden",1624 reviews,Closed8:00 AM - 3:00 PM,See 1514 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
OdIBX09glfXNVSyd0RnIeg,monks-cafe-philadelphia-4,2153,Pubs,4,39.94771,-75.16827,$$,12155457005,7430.435846,4 star rating,Unclaimed ,Rittenhouse Square,2153 reviews,Closed,See 974 photos,"['Sit-down dining', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks']","['Sit-down dining', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Health Score', 'Accepts Credit Cards', 'Vegan Options']"
poviu-6n3iaRE4gdQz6OYw,oyster-house-philadelphia,1350,Seafood,4,39.95022,-75.16658,$$,12155677683,7124.554094,4 star rating,$$ ,"Penn Center, Rittenhouse Square",1350 reviews,Closed,See 1962 photos,"['Delivery', 'Takeout', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Social distancing enforced', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity']","['Delivery', 'Takeout', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Social distancing enforced', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
-0TffRSXXIlBYVbb5AwfTg,indeblue-philadelphia-2,1024,Indian,4.5,39.9485389,-75.1620259,$$,12155454633,7063.333007,4.5 star rating,$$ ,Washington Square West,1024 reviews,"Closed11:30 AM - 3:00 PM, 5:00 PM - 10:00 PM",See 1484 photos,"['Delivery', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Contactless payments']","['Delivery', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Contactless payments', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Accepts Credit Cards']"
30cpm1uq6xcQCmN6JTrB8w,lukes-lobster-rittenhouse-philadelphia,1127,Seafood,4.5,39.95051,-75.16917,$$,12155641415,7230.342499,4.5 star rating,$$ ,"Penn Center, Rittenhouse Square",1127 reviews,Closed11:00 AM - 8:00 PM,See 1090 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Masks required', 'Contactless payments']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Masks required', 'Contactless payments', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
pXRrRf8fDv6yU3xp1E25hA,bud-and-marilyns-philadelphia,1221,American (Traditional),4,39.947787,-75.162293,$$,12155462220,7146.190046,4 star rating,$$ ,Washington Square West,1221 reviews,Closed4:00 PM - 9:00 PM,See 2011 photos,"['Delivery', 'Takeout', 'Sit-down dining', 'Indoor dining', 'Sanitizing between customers']","['Delivery', 'Takeout', 'Sit-down dining', 'Indoor dining', 'Staff wears masks', 'Sanitizing between customers', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
R17gwW6zn9ilslbdvKdgsg,alma-de-cuba-philadelphia,1317,Cuban,4,39.95011,-75.1685,$$$,12159881799,7236.73782,4 star rating,$$$ ,"Rittenhouse Square, Penn Center",1317 reviews,Closed,See 1055 photos,"['Delivery', 'Takeout']","['Delivery', 'Takeout', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
Ipkx4Sa7ybn8C6LtTqTztw,double-knot-philadelphia,1060,Sushi Bars,4.5,39.94967831,-75.16202619,$$,12156313868,6961.480234,4.5 star rating,$$ ,Avenue of the Arts South,1060 reviews,Closed5:00 PM - 10:00 PM,See 1826 photos,"['Delivery', 'Takeout', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Limited capacity', 'Masks required']","['Delivery', 'Takeout', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Social distancing enforced', 'Staff wears masks', 'Limited capacity', 'Masks required', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
JVDHxMnKjif8XdXVFWiClg,dizengoff-philadelphia,713,Middle Eastern,4.5,39.9506511,-75.1683346,$$,12158678181,7176.199794,4.5 star rating,$$ ,"Penn Center, Rittenhouse Square",713 reviews,Closed11:00 AM - 6:00 PM,See 727 photos,"['Delivery', 'Takeout', 'Sanitizing between customers', 'Hand sanitizer provided', 'Masks required', 'Contactless payments', 'Staff checked for symptoms']","['Delivery', 'Takeout', 'Sanitizing between customers', 'Hand sanitizer provided', 'Masks required', 'Contactless payments', 'Staff checked for symptoms', 'Offers Takeout', 'Accepts Credit Cards']"
jxEMFqwDJXjCxmcm5t5jVQ,cleavers-philadelphia,1202,Cheesesteaks,4,39.95139313,-75.17062378,$$,12155153828,7227.91675,4 star rating,$$ ,"Penn Center, Rittenhouse Square",1202 reviews,Closed11:00 AM - 8:45 PM,See 1473 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'In-store shopping', 'Indoor dining', 'Limited capacity', 'Masks required']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'In-store shopping', 'Indoor dining', 'Staff wears masks', 'Limited capacity', 'Masks required', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
#NAME?,gran-caffe-l-aquila-philadelphia,1010,Coffee & Tea,4.5,39.95127,-75.1695,$$,12155685600,7182.182111,4.5 star rating,$$ ,"Penn Center, Rittenhouse Square",1010 reviews,Closed7:00 AM - 10:00 PM,See 1777 photos,"['Delivery', 'Takeout', 'Outdoor seating', 'Limited capacity']","['Delivery', 'Takeout', 'Outdoor seating', 'Limited capacity', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
qISf5ojuYbD9h71NumGUQA,han-dynasty-philadelphia,1452,Szechuan,4,39.94852578,-75.1437278,$$,12159221888,6367.598479,4 star rating,$$ ,Old City,1452 reviews,Closed4:00 PM - 9:00 PM,See 832 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Heated outdoor seating', 'Covered outdoor seating', 'Private dining', 'DIY meal kits', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Masks required', 'Contactless payments', 'Disposable or contactless menu', 'Staff checked for symptoms']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Heated outdoor seating', 'Covered outdoor seating', 'Private dining', 'DIY meal kits', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Masks required', 'Contactless payments', 'Disposable or contactless menu', 'Staff checked for symptoms', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
eJaeTZlIdM3HWCq__Ve4Wg,tria-cafe-rittenhouse-philadelphia-2,864,Wine Bars,4.5,39.9509483,-75.1704197,$$,12159728742,7258.542216,4.5 star rating,$$ ,"Rittenhouse Square, Penn Center",864 reviews,Closed,See 554 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Masks required', 'Contactless payments']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Masks required', 'Contactless payments', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
nIAbuktMEzVjT4P9pG89rQ,buddakan-philadelphia,1502,Asian Fusion,4,39.9489186,-75.1471667,$$$,12155749440,6435.471818,4 star rating,$$$ ,Old City,1502 reviews,Closed5:00 PM - 10:00 PM,See 1692 photos,"['Delivery', 'Takeout', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Covered outdoor seating', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required']","['Delivery', 'Takeout', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Covered outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
TwnzM8mJn_nT2PJf1x-9kQ,cafe-lift-philadelphia,1123,American (New),4,39.960346,-75.159706,$$,12159223031,5872.948758,4 star rating,$$ ,"Spring Garden, Callowhill, Avenue of the Arts North",1123 reviews,Closed8:00 AM - 3:00 PM,See 1385 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Heated outdoor seating', 'Covered outdoor seating', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Disposable or contactless menu', 'Staff checked for symptoms']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Heated outdoor seating', 'Covered outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Disposable or contactless menu', 'Staff checked for symptoms', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
Q-prSTdggNlxAEFV88BZOw,tria-cafe-wash-west-philadelphia-2,760,Wine Bars,4.5,39.9466238,-75.1609139,$$,12156299200,7195.101365,4.5 star rating,$$ ,Washington Square West,760 reviews,Closed,See 395 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Masks required', 'Contactless payments']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Masks required', 'Contactless payments', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
sTPueJEwcRDj7ZJmG7okYA,jims-south-st-philadelphia,2633,Sandwiches,3.5,39.941498,-75.149272,$,12159281911,7266.837526,3.5 star rating,$ ,"South Street District, Society Hill",2633 reviews,Closed11:00 AM - 10:00 PM,See 2208 photos,"['Indoor dining', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Masks required']","['Indoor dining', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Masks required', 'Health Score', 'Limited Vegetarian Options', 'Classy, Casual']"
cGX-1IUwXOjkUqZbkKYcjw,fogo-de-chao-brazilian-steakhouse-philadelphia-8,1374,Brazilian,4,39.9509166,-75.1629711,$$$,12156369700,6886.305564,4 star rating,$$$ ,"Penn Center, Avenue of the Arts South",1374 reviews,"Closed11:30 AM - 2:30 PM, 5:30 PM - 10:00 PM",Watch videoSee 853 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Covered outdoor seating', 'Private dining', 'DIY meal kits', 'Gift cards', 'Social distancing enforced', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Contactless payments', 'Disposable or contactless menu', 'Staff checked for symptoms']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Covered outdoor seating', 'Private dining', 'DIY meal kits', 'Gift cards', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Contactless payments', 'Disposable or contactless menu', 'Staff checked for symptoms', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
#NAME?,sonnys-famous-steaks-philadelphia,1608,Cheesesteaks,4,39.94991785,-75.14479208,$$,12156295760,6255.730976,4 star rating,$$ ,Old City,1608 reviews,Closed11:00 AM - 10:00 PM,See 1619 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Heated outdoor seating', 'Covered outdoor seating', 'Private dining', 'DIY meal kits', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Contactless payments', 'Disposable or contactless menu', 'Staff checked for symptoms']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Heated outdoor seating', 'Covered outdoor seating', 'Private dining', 'DIY meal kits', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Contactless payments', 'Disposable or contactless menu', 'Staff checked for symptoms', 'Health Score', 'Offers Takeout']"
K3RURR9lIEE4JjOaPt99zg,sabrinas-café-philadelphia-39,1172,Breakfast & Brunch,4,39.938871,-75.158236,$$,12155741599,7844.503563,4 star rating,$$ ,"Italian Market, Bella Vista",1172 reviews,Closed8:00 AM - 5:00 PM,See 948 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Contactless payments']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Contactless payments', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
