,id,alias,review_count,categories,rating,latitude,longitude,price,phone,distance,star_info,price_info,location,reviews_count,time_info,photo_number,updated_services,amenities_more
1,pRp4lpOqcvDTWkCY1ShQDg,bliss-san-antonio,591,American (New),4.5,29.41118,-98.48703,$$$,+12102252547,9623.06633485972,4.5 star rating,Unclaimed ,"Lavaca, Southtown, Downtown",591 reviews,Closed5:30 PM - 10:00 PM,See 1030 photos,"['Sit-down dining', 'Indoor dining', 'Sanitizing between customers', 'Hand sanitizer provided', 'Temperature checks']","['Sit-down dining', 'Indoor dining', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Hand sanitizer provided', 'Temperature checks', 'Health Score', 'Takes Reservations', 'Accepts Credit Cards', 'Accepts Apple Pay']"
2,3F8bKfomtKbV8igYT3lmoQ,mi-tierra-cafe-and-bakery-san-antonio-2,2836,Mexican,3.5,29.42492,-98.49974,$$,+12102251262,7854.744257195174,3.5 star rating,$$ ,Downtown,2836 reviews,Closed8:00 AM - 10:00 PM,See 3732 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Outdoor seating', 'Indoor dining', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity']","['Delivery', 'Takeout', 'Curbside pickup', 'Outdoor seating', 'Indoor dining', 'Staff wears masks', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
3,DGwJwqClgXj2iOT78ipiBA,bakery-lorraine-san-antonio,1060,Bakeries,4.0,29.4423221525986,-98.4800897468719,$$,+12108625582,6679.671034829075,4 star rating,$$ ,Tobin Hill,1060 reviews,Closed7:00 AM - 8:00 PM,See 2016 photos,"['Outdoor seating', 'Indoor dining', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Masks required']","['Outdoor seating', 'Indoor dining', 'Staff wears masks', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Masks required', 'Health Score', 'Accepts Credit Cards', 'Accepts Apple Pay']"
4,mlrX_eT46F_WjEcNNDqg-g,southerleigh-fine-food-and-brewery-san-antonio,1252,Breweries,4.0,29.4425389496087,-98.480661821962,$$,+12104555701,6631.310328751167,4 star rating,$$ ,Tobin Hill,1252 reviews,Closed11:00 AM - 10:00 PM,See 2308 photos,"['Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Virtual tasting sessions', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Masks required', 'Contactless payments']","['Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Virtual tasting sessions', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Masks required', 'Contactless payments', 'Health Score', 'Takes Reservations', 'Offers Takeout', 'Accepts Credit Cards']"
5,K3r3GA4SqeVUGXJVck0wAg,the-station-cafe-san-antonio,596,Salad,4.5,29.4174560439005,-98.4904902,$,+12104442200,8867.64337431718,4.5 star rating,Unclaimed ,"Downtown, King William, Southtown",596 reviews,Closed11:00 AM - 9:00 PM,See 404 photos,"['Indoor dining', 'Limited capacity']","['Indoor dining', 'Limited capacity', 'Health Score', 'Accepts Credit Cards', 'Vegan Options']"
6,Mfj3_ZzuQqCgJNeyleEsWQ,bohanans-prime-steak-and-seafood-san-antonio,837,Steakhouses,4.5,29.42678,-98.49051,$$$$,+12104722600,7884.937590920142,4.5 star rating,$$$$ ,Downtown,837 reviews,Closed5:00 PM - 9:00 PM,See 847 photos,"['Takeout', 'Sit-down dining', 'Indoor dining', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Masks required']","['Takeout', 'Sit-down dining', 'Indoor dining', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Masks required', 'Health Score', 'Takes Reservations', 'Offers Takeout', 'By Appointment Only']"
7,n1QMj77k8tWEeqSe8cnRTA,biga-on-the-banks-san-antonio,783,American (New),4.5,29.42369,-98.492,$$$,+12102250722,8137.157164160428,4.5 star rating,$$$ ,Downtown,783 reviews,Closed5:00 PM - 8:30 PM,See 909 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Outdoor seating', 'In-person visits', 'Indoor dining', 'Social distancing enforced', 'Sanitizing between customers', 'Limited capacity']","['Delivery', 'Takeout', 'Curbside pickup', 'Outdoor seating', 'In-person visits', 'Indoor dining', 'Social distancing enforced', 'Sanitizing between customers', 'Limited capacity', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
8,Qbvel21r2GVgDt9nAL1wyQ,the-guenther-house-san-antonio,1075,Breakfast & Brunch,4.0,29.4114029997538,-98.4958087729861,$$,+12102271061,9407.00862012276,4 star rating,$$ ,"King William, Southtown, Downtown",1075 reviews,Closed8:00 AM - 2:00 PM,See 1483 photos,"['Takeout', 'Curbside pickup', 'Outdoor seating', 'In-store shopping', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Masks required']","['Takeout', 'Curbside pickup', 'Outdoor seating', 'In-store shopping', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Masks required', 'Health Score', 'Offers Takeout', 'Accepts Credit Cards']"
0,mJYmK1Xgq3kg_Hc8ZUcahw,taqueria-datapoint-san-antonio,693,Mexican,4.5,29.518312,-98.562754,$,+12106153644,5379.550915287544,4.5 star rating,Unclaimed ,Medical Center,693 reviews,Open6:00 AM - 12:30 AM (Next day),See 631 photos,['Staff wears masks'],"['Staff wears masks', 'Health Score', 'Takes Reservations', 'Accepts Credit Cards', 'Limited Vegetarian Options']"
1,8g2iu3kKZ_laiWOsBM10WQ,sweet-yams-san-antonio-4,371,Gluten-Free,4.5,29.42314,-98.47598,$,+12102299267,8756.635855037657,4.5 star rating,$ ,Eastside,371 reviews,Closed11:00 AM - 2:00 PM,See 463 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Indoor dining', 'Heated outdoor seating', 'Private dining', 'DIY meal kits', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Temperature checks', 'Masks required', 'Contactless payments', 'Disposable or contactless menu', 'Staff checked for symptoms']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Indoor dining', 'Heated outdoor seating', 'Private dining', 'DIY meal kits', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Temperature checks', 'Masks required', 'Contactless payments', 'Disposable or contactless menu', 'Staff checked for symptoms', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
2,y0G19V0kCxK3XDE4PuEjKw,tycoon-flats-san-antonio-2,947,Burgers,4.0,29.45228,-98.48491,$$,+12103200819,5492.3288132338575,4 star rating,$$ ,Tobin Hill,947 reviews,Closed11:00 AM - 10:00 PM,See 1083 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Heated outdoor seating', 'Covered outdoor seating', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Disposable or contactless menu', 'Staff checked for symptoms']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Heated outdoor seating', 'Covered outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Disposable or contactless menu', 'Staff checked for symptoms', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
3,1pR8Nw9DAZSnMdpQbM5VRw,fattboy-burgers-and-dogs-san-antonio,600,Burgers,4.5,29.49462,-98.5356,$$,+12103773288,2051.741303283936,4.5 star rating,$$ ,Dellview,600 reviews,Closed11:00 AM - 10:00 PM,See 559 photos,"['Delivery', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Staff wears masks', 'Limited capacity', 'Masks required']","['Delivery', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Staff wears masks', 'Limited capacity', 'Masks required', 'Health Score', 'Offers Delivery', 'Accepts Credit Cards']"
4,fD626-6wEZgfGP2YT3wSIA,taquitos-west-ave-san-antonio,527,Mexican,4.5,29.48637,-98.52573,$,+12105259888,1415.880804680082,4.5 star rating,Unclaimed ,Los Angeles Heights,527 reviews,Open10:00 AM - 12:00 AM (Next day),See 492 photos,"['Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Staff wears gloves', 'Limited capacity', 'Masks required']","['Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Staff wears masks', 'Staff wears gloves', 'Limited capacity', 'Masks required', 'Health Score', 'Accepts Credit Cards', 'Outdoor Seating']"
5,hKBLivvPmjQhMenNqARjXQ,yellowfish-sushi-san-antonio,694,Sushi Bars,4.0,29.52665,-98.56612,$$,+12106143474,6168.4831206234285,4 star rating,$$ ,Medical Center,694 reviews,Closed11:45 AM - 9:00 PM,See 880 photos,"['Delivery', 'Takeout', 'Hand sanitizer provided', 'Temperature checks']","['Delivery', 'Takeout', 'Hand sanitizer provided', 'Temperature checks', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
6,znBy9535TU-QREhYuVltJQ,commonwealth-coffeehouse-and-bakery-san-antonio-16,444,Coffee & Tea,4.5,29.466444,-98.462844,$$,+12105602955,5882.085408233644,4.5 star rating,$$ ,Mahncke Park,444 reviews,Closed7:00 AM - 6:00 PM,See 906 photos,"['Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Heated outdoor seating', 'Covered outdoor seating', 'Social distancing enforced', 'Limited capacity']","['Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Heated outdoor seating', 'Covered outdoor seating', 'Social distancing enforced', 'Limited capacity', 'Health Score', 'Offers Takeout', 'Accepts Credit Cards']"
7,EkbMMFiq3x5OB8pTvVX0ag,225-urban-smoke-san-antonio,341,Cajun/Creole,4.5,29.4853234755559,-98.4281596585388,$$,+12104449956,8408.810008773607,4.5 star rating,$$ ,Wilshire,341 reviews,Closed11:00 AM - 6:00 PM,See 419 photos,"['Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Social distancing enforced', 'Staff wears gloves']","['Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Social distancing enforced', 'Staff wears gloves', 'Health Score', 'Accepts Credit Cards', 'Accepts Apple Pay']"
8,T8WC3EmJhNeliIjLXwQ8qw,la-fonda-on-main-san-antonio,708,Mexican,4.0,29.4525,-98.49429,$$,+12107330621,5057.327442694528,4 star rating,$$ ,Monte Vista,708 reviews,Closed11:00 AM - 9:00 PM,See 878 photos,"['Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required']","['Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Health Score', 'Takes Reservations', 'Offers Takeout', 'Accepts Credit Cards']"
9,QFZLiWaqVjeVpEADks-giw,nola-brunch-and-beignets-san-antonio-2,638,Breakfast & Brunch,4.0,29.453099,-98.485209,$$,+12103201572,5397.888767884336,4 star rating,$$ ,Tobin Hill,638 reviews,Closed8:00 AM - 2:00 PM,See 1096 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Contactless payments']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Contactless payments', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
10,R4By7W2zGIKC70c9OfeA5Q,jerusalem-grill-san-antonio-3,448,Mediterranean,4.5,29.5277193,-98.5654239,$$,+12104517318,6146.20150325155,4.5 star rating,$$ ,Medical Center,448 reviews,Closed11:00 AM - 10:00 PM,See 513 photos,"['Delivery', 'Takeout', 'Indoor dining']","['Delivery', 'Takeout', 'Indoor dining', 'Staff wears masks', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
11,rLo5yexD4c4tcr3Xv9VgfQ,schilos-delicatessen-san-antonio,1168,Delis,4.0,29.4237029599327,-98.4882952510171,$,+12102236692,8261.627065952023,4 star rating,$ ,Downtown,1168 reviews,Closed8:30 AM - 2:00 PM,See 1304 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Heated outdoor seating', 'Covered outdoor seating', 'Private dining', 'DIY meal kits', 'Social distancing enforced', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Temperature checks', 'Masks required', 'Contactless payments', 'Disposable or contactless menu', 'Staff checked for symptoms']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Heated outdoor seating', 'Covered outdoor seating', 'Private dining', 'DIY meal kits', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Temperature checks', 'Masks required', 'Contactless payments', 'Disposable or contactless menu', 'Staff checked for symptoms', 'Health Score', 'Offers Takeout']"
12,TDK5Elxjgy8c61zmcnBCvg,chris-madrids-san-antonio,839,Burgers,4.0,29.46424,-98.50764,$$,+12107353552,3423.722832241985,4 star rating,$$ ,Beacon Hill,839 reviews,Closed11:00 AM - 9:00 PM,See 651 photos,"['Delivery', 'Takeout', 'Sit-down dining', 'Limited capacity']","['Delivery', 'Takeout', 'Sit-down dining', 'Social distancing enforced', 'Limited capacity', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
13,1qx1DaC5YtHVRl7FpE-S6g,guillermos-san-antonio,713,Italian,4.0,29.4342488,-98.4876869,$$,+12102235587,7175.200899667774,4 star rating,$$ ,Downtown,713 reviews,Closed11:00 AM - 9:00 PM,See 648 photos,"['Delivery', 'Takeout', 'Sit-down dining', 'Indoor dining', 'Hand sanitizer provided']","['Delivery', 'Takeout', 'Sit-down dining', 'Indoor dining', 'Hand sanitizer provided', 'Health Score', 'Takes Reservations', 'Offers Takeout']"
14,D9yTyosZUk6OIUZQkitrwA,panchos-and-gringos-san-antonio,509,Delis,4.5,29.4274321,-98.470105,$,+12102276700,8596.986691213726,4.5 star rating,Unclaimed ,Eastside,509 reviews,Closed8:00 AM - 2:00 PM,See 486 photos,"['Delivery', 'Takeout', 'Curbside pickup']","['Delivery', 'Takeout', 'Curbside pickup', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
15,oeiARW--tO4HKhbCxUPHsg,south-alamode-panini-and-gelato-company-san-antonio,274,Gelato,4.5,29.409793,-98.4957322,$,+12107888000,9584.182244890475,4.5 star rating,$ ,"Southtown, Downtown",274 reviews,Closed11:30 AM - 9:00 PM,See 309 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Covered outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Masks required', 'Contactless payments']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Covered outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Masks required', 'Contactless payments', 'Offers Takeout', 'Accepts Credit Cards']"
16,5bG34dL0MF2UIXU5oU4yRQ,la-villita-cafe-san-antonio,1008,Cafes,4.0,29.421605,-98.489261,$,+12102234700,8456.640658442024,4 star rating,$ ,Downtown,1008 reviews,Closed8:00 AM - 5:00 PM,See 611 photos,"['Takeout', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Covered outdoor seating', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Disposable or contactless menu', 'Staff checked for symptoms']","['Takeout', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Covered outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Disposable or contactless menu', 'Staff checked for symptoms', 'Health Score', 'Offers Takeout', 'Accepts Credit Cards']"
17,AiNchzT2cuhsEMmJQJRVHg,fogo-de-chão-brazilian-steakhouse-san-antonio-5,781,Brazilian,4.0,29.423229,-98.4844619564487,$$$,+12102271700,8432.105221124279,4 star rating,$$$ ,Downtown,781 reviews,"Closed11:00 AM - 2:00 PM, 5:00 PM - 10:00 PM",Watch videoSee 467 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Private dining', 'DIY meal kits', 'Gift cards', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Contactless payments', 'Disposable or contactless menu', 'Staff checked for symptoms']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Private dining', 'DIY meal kits', 'Gift cards', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Contactless payments', 'Disposable or contactless menu', 'Staff checked for symptoms', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
18,JXLw4AOR_TBNNYc2hBGy2w,french-sandwiches-san-antonio,333,Sandwiches,4.5,29.5191168662567,-98.5720041924515,$,+12106927019,6212.946282956554,4.5 star rating,Unclaimed ,Medical Center,333 reviews,Closed8:00 AM - 5:00 PM,See 261 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Staff wears masks', 'Masks required']","['Delivery', 'Takeout', 'Curbside pickup', 'Staff wears masks', 'Masks required', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
19,3CCTx3Y_bbh99hvGNZPvJg,pinch-boil-house-san-antonio,306,Pan Asian,4.5,29.4256793603973,-98.4936883738739,$$,+12109717774,7878.521628385003,4.5 star rating,$$ ,Downtown,306 reviews,Closed11:00 AM - 3:30 PM,See 420 photos,"['Delivery', 'Takeout', 'Indoor dining', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks']","['Delivery', 'Takeout', 'Indoor dining', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
20,qAUBsHNG1xIxPEGalV2Brg,cullums-attagirl-san-antonio-2,484,American (Traditional),4.0,29.453132,-98.485025,$,+12104374263,5402.27878035177,4 star rating,Unclaimed ,Tobin Hill,484 reviews,Open11:00 AM - 12:00 AM (Next day),See 750 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Hand sanitizer provided', 'Limited capacity', 'Masks required']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Social distancing enforced', 'Staff wears masks', 'Hand sanitizer provided', 'Limited capacity', 'Masks required', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
21,oLdog5Vfrxo_E99A_zMypQ,stella-public-house-san-antonio,696,Pizza,4.0,29.409946,-98.495517,$$,+12102777047,9571.434425232646,4 star rating,$$ ,"Southtown, Downtown",696 reviews,Closed11:00 AM - 10:00 PM,See 965 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Heated outdoor seating', 'DIY meal kits', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Disposable or contactless menu']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Heated outdoor seating', 'DIY meal kits', 'Staff wears masks', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Disposable or contactless menu', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
22,oRZJv58QVTgaT6sx2dUPtQ,la-frite-belgian-bistro-san-antonio,453,Belgian,4.5,29.41642,-98.4886,$$,+12102247555,9037.456399755829,4.5 star rating,$$ ,"Downtown, Lavaca, Southtown",453 reviews,"Closed11:30 AM - 2:00 PM, 6:00 PM - 10:00 PM",See 375 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Sanitizing between customers']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Sanitizing between customers', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
23,1fvaMMpXD6gRbmBYTxF46w,la-boulangerie-san-antonio,270,Bakeries,4.5,29.42796,-98.48776,$$,+12106393165,7833.760427613342,4.5 star rating,$$ ,Downtown,270 reviews,Closed7:30 AM - 3:00 PM,See 338 photos,"['Delivery', 'Takeout', 'Sit-down dining', 'Indoor dining', 'Limited capacity', 'Masks required']","['Delivery', 'Takeout', 'Sit-down dining', 'Indoor dining', 'Social distancing enforced', 'Staff wears masks', 'Limited capacity', 'Masks required', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
